第一申请人,主体类型,省级地区,第一申请人城市标准化,year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,main_quantum_category,type_review_count
中国科学院微电子研究所,科研院所,北京,北京,2024,3,28,9.333333333333334,量子计算；量子计算硬件,量子计算,0
中国科学院微电子研究所,科研院所,北京,北京,2025,2,8,4.0,量子计算,量子计算,0
中国科学院文献情报中心,科研院所,北京,北京,2024,1,5,5.0,量子传感,量子传感,0
中国科学院物理研究所,科研院所,北京,北京,2021,2,29,14.5,量子计算硬件,量子计算硬件,0
中国科学院物理研究所,科研院所,北京,北京,2022,1,3,3.0,量子传感,量子传感,0
中国科学院物理研究所,科研院所,北京,北京,2023,1,5,5.0,量子计算,量子计算,0
中国科学院物理研究所,科研院所,北京,北京,2024,4,34,8.5,量子计算；量子计算硬件；量子传感,量子计算硬件,0
中国科学院物理研究所,科研院所,北京,北京,2025,3,28,9.333333333333334,量子计算硬件；量子传感,量子计算硬件,0
中国科学院理论物理研究所,科研院所,北京,北京,2022,1,8,8.0,量子计算,量子计算,0
中国科学院理论物理研究所,科研院所,北京,北京,2023,1,5,5.0,量子传感,量子传感,0
中国科学院空天信息创新研究院,科研院所,北京,北京,2023,2,10,5.0,量子传感；量子计算,量子传感,0
中国科学院空天信息创新研究院,科研院所,北京,北京,2024,2,8,4.0,量子基础概念,量子基础概念,0
中国科学院空天信息创新研究院,科研院所,北京,北京,2025,1,3,3.0,量子传感,量子传感,0
中国科学院空间应用工程与技术中心,科研院所,北京,北京,2022,1,4,4.0,量子基础概念,量子基础概念,0
中国科学院自动化研究所,科研院所,北京,北京,2021,1,5,5.0,量子传感,量子传感,0
中国科学院自动化研究所,科研院所,北京,北京,2025,2,15,7.5,量子计算；量子传感,量子计算,0
中国科学院计算技术研究所,科研院所,北京,北京,2023,2,10,5.0,量子计算,量子计算,0
中国科学院计算技术研究所,科研院所,北京,北京,2025,7,92,13.142857142857142,量子传感；量子计算,量子计算,0
中国科学院软件研究所,科研院所,北京,北京,2021,1,5,5.0,量子计算,量子计算,0
中国科学院软件研究所,科研院所,北京,北京,2024,1,5,5.0,量子计算,量子计算,0
中国科学院青藏高原研究所,科研院所,北京,北京,2024,1,10,10.0,量子计算,量子计算,0
中国移动通信有限公司研究院,企业,北京,北京,2021,4,25,6.25,量子通信与安全,量子通信与安全,0
中国移动通信有限公司研究院,企业,北京,北京,2023,6,60,10.0,量子通信与安全,量子通信与安全,0
中国移动通信有限公司研究院,企业,北京,北京,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
中国移动通信有限公司研究院,企业,北京,北京,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
中国联合网络通信集团有限公司,企业,北京,北京,2021,1,14,14.0,量子通信与安全,量子通信与安全,0
中国联合网络通信集团有限公司,企业,北京,北京,2022,3,15,5.0,量子计算；量子通信与安全,量子通信与安全,0
中国联合网络通信集团有限公司,企业,北京,北京,2023,5,38,7.6,量子通信与安全,量子通信与安全,0
中国联合网络通信集团有限公司,企业,北京,北京,2024,5,28,5.6,量子通信与安全；量子基础概念；量子传感,量子通信与安全,0
中国联合网络通信集团有限公司,企业,北京,北京,2025,3,20,6.666666666666667,量子计算；量子通信与安全,量子通信与安全,0
中国航天科工集团第二研究院,科研院所,北京,北京,2023,2,8,4.0,量子基础概念,量子基础概念,0
中国航天系统科学与工程研究院,科研院所,北京,北京,2022,1,3,3.0,量子传感,量子传感,0
中国航空工业集团公司北京长城计量测试技术研究所,科研院所,北京,北京,2022,3,13,4.333333333333333,量子传感,量子传感,0
中国航空工业集团公司北京长城计量测试技术研究所,科研院所,北京,北京,2023,2,9,4.5,量子传感,量子传感,0
中国航空工业集团公司北京长城计量测试技术研究所,科研院所,北京,北京,2024,1,10,10.0,量子传感,量子传感,0
中国航空工业集团公司北京长城计量测试技术研究所,科研院所,北京,北京,2025,2,15,7.5,量子传感,量子传感,0
中国计量科学研究院,科研院所,北京,北京,2021,10,45,4.5,量子计算硬件；量子基础概念；量子传感,量子传感,0
中国计量科学研究院,科研院所,北京,北京,2022,8,28,3.5,量子传感；量子计算硬件,量子传感,0
中国计量科学研究院,科研院所,北京,北京,2023,5,26,5.2,量子传感；量子计算,量子传感,0
中国计量科学研究院,科研院所,北京,北京,2024,8,39,4.875,量子传感；量子计算,量子传感,0
中国计量科学研究院,科研院所,北京,北京,2025,3,24,8.0,量子传感,量子传感,0
中国运载火箭技术研究院,科研院所,北京,北京,2021,1,5,5.0,量子通信与安全,量子通信与安全,0
中国运载火箭技术研究院,科研院所,北京,北京,2025,1,9,9.0,量子计算,量子计算,0
中国银行股份有限公司,企业,北京,北京,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
中国银行股份有限公司,企业,北京,北京,2024,2,20,10.0,量子通信与安全,量子通信与安全,0
中国长江三峡集团有限公司,企业,北京,北京,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
中国长江电力股份有限公司,企业,北京,北京,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
中央民族大学,高校,北京,北京,2024,1,19,19.0,量子计算,量子计算,0
中央民族大学,高校,北京,北京,2025,2,43,21.5,量子通信与安全；量子传感,量子通信与安全,0
中安网脉(北京)技术股份有限公司,企业,北京,北京,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
中电信数智科技有限公司,企业,北京,北京,2025,2,21,10.5,量子计算；量子通信与安全,量子计算,0
中科云钞(北京)量子科技有限公司,企业,北京,北京,2025,1,15,15.0,量子计算,量子计算,0
中诚华隆计算机技术有限公司,企业,北京,北京,2023,15,95,6.333333333333333,量子通信与安全；量子计算；量子计算硬件,量子计算,0
中金金融认证中心有限公司,企业,北京,北京,2025,3,19,6.333333333333333,量子通信与安全；量子计算,量子通信与安全,0
京东科技信息技术有限公司,企业,北京,北京,2023,2,8,4.0,量子基础概念,量子基础概念,0
京东科技信息技术有限公司,企业,北京,北京,2025,1,10,10.0,量子计算,量子计算,0
任元,个人,北京,北京,2022,1,4,4.0,量子基础概念,量子基础概念,0
全球能源互联网研究院,科研院所,北京,北京,2021,1,9,9.0,量子计算,量子计算,0
全球能源互联网研究院有限公司,企业,北京,北京,2021,3,15,5.0,量子通信与安全,量子通信与安全,0
全球能源互联网研究院有限公司,企业,北京,北京,2023,2,20,10.0,量子通信与安全,量子通信与安全,0
军事科学院系统工程研究院网络信息研究所,科研院所,北京,北京,2021,2,23,11.5,量子通信与安全,量子通信与安全,0
军事科学院系统工程研究院网络信息研究所,科研院所,北京,北京,2022,3,42,14.0,量子计算；量子通信与安全,量子通信与安全,0
军事科学院系统工程研究院网络信息研究所,科研院所,北京,北京,2023,11,89,8.090909090909092,量子计算；量子通信与安全；量子基础概念,量子通信与安全,0
军事科学院系统工程研究院网络信息研究所,科研院所,北京,北京,2024,8,74,9.25,量子传感；量子通信与安全,量子通信与安全,0
军事科学院系统工程研究院网络信息研究所,科研院所,北京,北京,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
北京三快在线科技有限公司,企业,北京,北京,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
北京世纪金道石油技术开发有限公司,企业,北京,北京,2025,1,4,4.0,量子基础概念,量子基础概念,0
北京东方森太科技发展有限公司,企业,北京,北京,2025,1,9,9.0,量子通信与安全,量子通信与安全,0
北京中科云影科技有限公司,企业,北京,北京,2025,1,14,14.0,量子通信与安全,量子通信与安全,0
北京中科国光量子科技有限公司,企业,北京,北京,2022,13,88,6.769230769230769,量子通信与安全,量子通信与安全,0
北京中科国光量子科技有限公司,企业,北京,北京,2023,19,174,9.157894736842104,量子通信与安全；量子基础概念,量子通信与安全,0
北京中科国光量子科技有限公司,企业,北京,北京,2024,6,51,8.5,量子通信与安全；量子计算硬件；量子计算,量子通信与安全,0
北京中科国光量子科技有限公司,企业,北京,北京,2025,2,17,8.5,量子通信与安全,量子通信与安全,0
北京中科弧光量子软件技术有限公司,企业,北京,北京,2022,3,25,8.333333333333334,量子计算,量子计算,0
北京中科弧光量子软件技术有限公司,企业,北京,北京,2023,5,55,11.0,量子计算,量子计算,0
北京中科弧光量子软件技术有限公司,企业,北京,北京,2024,3,27,9.0,量子传感；量子计算,量子计算,0
北京中科弧光量子软件技术有限公司,企业,北京,北京,2025,11,146,13.272727272727273,量子计算；量子计算硬件,量子计算,0
北京中科江南信息技术股份有限公司,企业,北京,北京,2025,1,4,4.0,量子基础概念,量子基础概念,0
北京中科闻歌科技股份有限公司,企业,北京,北京,2022,4,17,4.25,量子计算；量子基础概念,量子基础概念,0
北京中航融智科技有限公司,企业,北京,北京,2025,1,4,4.0,量子基础概念,量子基础概念,0
北京中诺链捷数字科技有限公司,企业,北京,北京,2025,1,5,5.0,量子计算,量子计算,0
北京交通大学,高校,北京,北京,2021,1,3,3.0,量子传感,量子传感,0
北京交通大学,高校,北京,北京,2022,1,3,3.0,量子传感,量子传感,0
北京交通大学,高校,北京,北京,2024,1,3,3.0,量子传感,量子传感,0
北京交通大学,高校,北京,北京,2025,1,3,3.0,量子传感,量子传感,0
北京京城增材科技有限公司,企业,北京,北京,2025,1,7,7.0,量子计算,量子计算,0
北京众驰伟业科技发展有限公司,企业,北京,北京,2023,1,10,10.0,量子计算,量子计算,0
北京信安世纪科技股份有限公司,企业,北京,北京,2025,1,9,9.0,量子通信与安全,量子通信与安全,0
北京信息科学技术研究院,科研院所,北京,北京,2021,1,5,5.0,量子计算,量子计算,0
北京信息科学技术研究院,科研院所,北京,北京,2022,1,5,5.0,量子计算,量子计算,0
北京信息科技大学,高校,北京,北京,2021,1,5,5.0,量子通信与安全,量子通信与安全,0
北京信息科技大学,高校,北京,北京,2025,1,3,3.0,量子传感,量子传感,0
北京信而泰科技股份有限公司,企业,北京,北京,2021,2,17,8.5,量子通信与安全,量子通信与安全,0
北京先声教育科技有限公司,企业,北京,北京,2021,1,5,5.0,量子传感,量子传感,0
北京全路通信信号研究设计院集团有限公司,企业,北京,北京,2025,2,29,14.5,量子通信与安全,量子通信与安全,0
北京华信泰科技股份有限公司,企业,北京,北京,2023,1,3,3.0,量子传感,量子传感,0
北京华信泰科技股份有限公司,企业,北京,北京,2024,1,3,3.0,量子传感,量子传感,0
北京华信泰科技股份有限公司,企业,北京,北京,2025,1,7,7.0,量子传感,量子传感,0
北京华大九天科技股份有限公司,企业,北京,北京,2024,1,5,5.0,量子传感,量子传感,0
北京华璨电子有限公司,企业,北京,北京,2025,1,6,6.0,量子计算,量子计算,0
北京华航无线电测量研究所,科研院所,北京,北京,2023,1,4,4.0,量子基础概念,量子基础概念,0
北京华鲲振宇智能科技有限责任公司,企业,北京,北京,2025,1,5,5.0,量子计算,量子计算,0
北京卓越航导科技有限责任公司,企业,北京,北京,2023,1,3,3.0,量子传感,量子传感,0
北京南得空间信息技术有限公司,企业,北京,北京,2025,1,4,4.0,量子基础概念,量子基础概念,0
北京卫星导航中心,科研院所,北京,北京,2021,1,3,3.0,量子传感,量子传感,0
北京卫星导航中心,科研院所,北京,北京,2023,2,6,3.0,量子传感,量子传感,0
北京卫星导航中心,科研院所,北京,北京,2024,1,3,3.0,量子传感,量子传感,0
北京卫星环境工程研究所,科研院所,北京,北京,2023,1,5,5.0,量子传感,量子传感,0
北京卫星环境工程研究所,科研院所,北京,北京,2024,1,5,5.0,量子传感,量子传感,0
北京印刷学院,高校,北京,北京,2023,1,19,19.0,量子通信与安全,量子通信与安全,0
北京印刷学院,高校,北京,北京,2024,1,10,10.0,量子通信与安全,量子通信与安全,0
北京启源问天量子科技有限公司,企业,北京,北京,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
北京启衡星生物科技有限公司,企业,北京,北京,2022,1,5,5.0,量子计算,量子计算,0
北京启衡星生物科技有限公司,企业,北京,北京,2024,1,5,5.0,量子计算,量子计算,0
北京四方继保工程技术有限公司,企业,北京,北京,2025,1,3,3.0,量子传感,量子传感,0
北京四方继保自动化股份有限公司,企业,北京,北京,2021,1,3,3.0,量子传感,量子传感,0
北京国盾量子信息技术有限公司,企业,北京,北京,2022,3,16,5.333333333333333,量子通信与安全,量子通信与安全,0
北京国盾量子信息技术有限公司,企业,北京,北京,2023,4,30,7.5,量子通信与安全,量子通信与安全,0
北京国科量子共创通信科技研究院有限公司,企业,北京,北京,2022,1,10,10.0,量子通信与安全,量子通信与安全,0
北京国都互联科技有限公司,企业,北京,北京,2025,2,10,5.0,量子通信与安全,量子通信与安全,0
北京地航时代科技有限公司,企业,北京,北京,2025,1,5,5.0,量子计算,量子计算,0
北京夏初科技集团有限公司,企业,北京,北京,2023,1,5,5.0,量子计算,量子计算,0
北京大学,高校,北京,北京,2021,6,52,8.666666666666666,量子通信与安全；量子传感；量子计算；量子计算硬件,量子传感,0
北京大学,高校,北京,北京,2022,9,56,6.222222222222222,量子通信与安全；量子计算硬件；量子传感,量子传感,0
北京大学,高校,北京,北京,2023,20,122,6.1,量子基础概念；量子传感；量子计算；量子通信与安全,量子计算,0
